"brand","model","processor_brand","processor_name","processor_gnrtn","ram_gb","ram_type","ssd","hdd","os","os_bit","graphic_card_gb","weight","display_size","warranty","Touchscreen","msoffice","latest_price","old_price","discount","star_rating","ratings","reviews"
"Lenovo","A6-9225","AMD","A6-9225 Processor","10th","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","Missing",0,"No","No",249.9,327.9,23,3.7,63,12
"Lenovo","Ideapad","AMD","APU Dual","10th","4 GB GB","DDR4","0 GB","512 GB","Windows","64-bit",0,"Casual","Missing",0,"No","No",195.9,213.25,8,3.6,1894,256
"Avita","PURA","AMD","APU Dual","10th","4 GB GB","DDR4","128 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",0,"No","No",199.9,279.9,28,3.7,1153,159
"Avita","PURA","AMD","APU Dual","10th","4 GB GB","DDR4","128 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",0,"No","No",214.9,279.9,23,3.7,1153,159
"Avita","PURA","AMD","APU Dual","10th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",0,"No","No",249.9,334.9,25,3.7,1657,234
"Avita","PURA","AMD","APU Dual","10th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",249.9,334.9,25,3.7,1657,234
"HP","APU","AMD","APU Dual","10th","4 GB GB","DDR4","0 GB","1024 GB","Windows","32-bit",0,"Casual","14",0,"No","No",209,228.25,8,3.9,1185,141
"acer","Aspire","AMD","Athlon Dual","10th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",319.9,369.9,13,4.2,76,13
"Lenovo","Missing","Intel","Core i3","10th","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"Casual","Missing",0,"No","No",389.99,427.05,8,3.8,65,5
"Lenovo","v15","Intel","Core i3","10th","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",0,"No","No",399.99,439.99,9,3.1,8,1
"ASUS","EeeBook","Intel","Celeron Dual","Missing","4 GB GB","DDR4","0 GB","512 GB","Windows","32-bit",0,"Casual","Missing",0,"No","No",219.9,259.9,15,3.5,31,3
"acer","Aspire","AMD","Ryzen","10th","4 GB GB","DDR4","0 GB","512 GB","Windows","32-bit",4,"Casual","Missing",0,"No","No",549.9,890,38,4.5,3190,414
"acer","Nitro","AMD","Ryzen 5","10th","4 GB GB","DDR4","0 GB","512 GB","Windows","32-bit",4,"Casual","Missing",0,"No","No",599.9,999.99,40,4.5,1946,240
"acer","Nitro","AMD","Ryzen 5","10th","4 GB GB","DDR4","0 GB","512 GB","Windows","32-bit",6,"Casual","Missing",0,"No","No",937,1390,32,4.5,259,47
"acer","Nitro","AMD","Ryzen 5","10th","4 GB GB","DDR4","0 GB","512 GB","Windows","32-bit",4,"Casual","Missing",0,"No","No",729.9,999.99,27,4.5,425,67
"Avita","Cosmos","Intel","Celeron Dual","Missing","4 GB GB","DDR4","0 GB","512 GB","Windows","64-bit",0,"Casual","Missing",0,"No","No",174.9,234.9,25,3.6,1120,196
"Lenovo","IdeaPad","Intel","Celeron Dual","Missing","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",319.99,389.99,17,4,286,19
"HP","Celeron","Intel","Celeron Dual","Missing","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",324.9,392.88,17,4,58,6
"ASUS","Celeron","Intel","Celeron Dual","Missing","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",239.9,269.9,11,3.8,15279,1947
"ASUS","Missing","Intel","Core i3","11th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",344.29,499.9,31,4.1,37,6
"Lenovo","IdeaPad","Intel","Core i3","10th","8 GB GB","DDR4","256 GB","0 GB","Windows","32-bit",0,"ThinNlight","15.6",2,"No","Yes",379.9,579.9,34,4.3,2080,235
"ASUS","VivoBook","Intel","Core i3","11th","4 GB GB","DDR4","256 GB","0 GB","Windows","32-bit",0,"Casual","15.6",1,"No","Yes",359.9,499.9,28,4.3,1479,181
"ASUS","VivoBook","Intel","Core i3","10th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",339.8,469.9,27,4.4,67,3
"HP","Missing","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",399.9,500.85,20,4.2,273,30
"DELL","Vostro","Intel","Core i3","10th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",394.9,433.12,8,4.3,1267,171
"RedmiBook","15","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","32-bit",0,"ThinNlight","15.6",1,"No","No",389.9,519.99,25,4.3,1063,152
"realme","Book","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",469.9,549.99,14,4.4,6352,1014
"ASUS","Missing","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","No",379.9,529.9,28,4.3,284,39
"ASUS","VivoBook","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"No","Yes",378.9,519.9,27,4.6,44,5
"Lenovo","IdeaPad","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","No",389.9,608.9,35,4.2,33,4
"Lenovo","IdeaPad","Intel","Core i3","10th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",379.9,579.9,34,4.2,286,36
"DELL","Vostro","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14.96",1,"No","Yes",419.9,545.1,22,3.6,10,5
"ASUS","VivoBook","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",459.9,589.9,22,4.5,816,147
"Lenovo","IdeaPad","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","No",399.9,615.9,35,4.3,543,65
"DELL","Inspiron","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",0,"No","No",424.9,596.54,28,4.8,9,1
"Infinix","INBook","Intel","Core i3","10th","8 GB GB","LPDDR4X","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",329.9,499.99,34,4.3,1221,265
"DELL","Vostro","Intel","Core i3","10th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",369.9,406.14,8,4.3,1178,137
"Lenovo","Ideapad","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"Yes","Yes",539.9,754.9,28,4.4,299,41
"ASUS","VivoBook","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",369.9,529.9,30,4.4,20,1
"Lenovo","IdeaPad","Intel","Core i3","10th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","15.6",2,"No","No",389.4,482,19,4.3,758,64
"DELL","Inspiron","Intel","Core i3","10th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","15",1,"No","Yes",394.9,554.9,28,4.4,634,64
"ASUS","VivoBook","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",459.9,589.9,22,4.5,816,147
"DELL","Inspiron","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","No",429.9,567.76,24,4.3,17,2
"DELL","Inspiron","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"Yes","No",499.9,686.58,27,4.2,24,5
"DELL","Vostro","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",414.9,554.48,25,4.3,1753,165
"DELL","Inspiron","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14.96",0,"No","No",419.9,576.7,27,4.2,216,21
"Lenovo","Ideapad","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",419.9,572.9,26,4.4,1084,160
"Infinix","INBook","Intel","Core i3","10th","8 GB GB","LPDDR4X","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",329.9,499.99,34,4.3,1221,265
"ASUS","VivoBook","Intel","Core i3","11th","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",384.9,519.9,25,3.8,19,3
"Lenovo","Missing","Intel","Core i3","11th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","15",1,"No","Yes",389.9,515.44,24,4.4,106,13
"Lenovo","ThinkPad","Intel","Core i3","11th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","15.6",1,"No","Yes",449.9,592.39,24,4.1,42,4
"HP","Missing","Intel","Core i3","11th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",449,510,11,4.2,1029,107
"MSI","Missing","Intel","Core i3","10th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",0,"No","No",389.9,539,27,4.5,53,11
"Lenovo","Ideapad","Intel","Core i3","10th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","Yes",402,499.99,19,3.9,48,1
"realme","Book","Intel","Core i3","11th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",479.99,549.99,12,4.4,6352,1014
"acer","Chromebook","Intel","Celeron Dual","Missing","4 GB GB","DDR4","0 GB","512 GB","Windows","32-bit",0,"Casual","Missing",0,"No","No",239.9,270,11,3.3,61,4
"DELL","Missing","Intel","Core i3","11th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","Missing",0,"Yes","No",719.99,722.46,0,4.3,97,13
"ASUS","VivoBook","Intel","Core i3","11th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",399.9,529.9,24,4.4,181,19
"Lenovo","IdeaPad","Intel","Core i3","10th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","Yes",419.98,565.9,25,4.4,529,39
"Lenovo","Ideapad","Intel","Core i3","11th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","Missing",0,"No","No",399.98,600.9,33,4.2,10,1
"HP","14s","Intel","Core i3","11th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",424.9,458.92,7,4.4,5205,561
"HP","Missing","Intel","Core i3","11th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",443.76,453.76,2,4.2,1090,96
"Lenovo","Missing","Intel","Core i3","10th","4 GB GB","DDR4","256 GB","0 GB","Windows","32-bit",0,"Casual","Missing",0,"No","No",409.9,489,16,5,1,1
"DELL","Inspiron","Intel","Core i3","10th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","No",399.9,498.21,19,4,44,2
"ASUS","VivoBook","Intel","Core i3","11th","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","No",369.9,449.9,17,4.5,70,9
"ASUS","Chromebook","Intel","Celeron Dual","Missing","4 GB GB","LPDDR4","0 GB","512 GB","Windows","32-bit",0,"Casual","Missing",0,"No","No",234.9,299.9,21,4.2,632,92
"ASUS","VivoBook","Intel","Core i3","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",379.9,509.9,25,4.3,990,108
"HP","Missing","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",429.9,573.3,25,4.4,158,18
"HP","Missing","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",429.9,495.9,13,4.3,681,59
"ASUS","VivoBook","Intel","Core i3","10th","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",359.9,499.9,28,4.4,130,12
"RedmiBook","15","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","32-bit",0,"ThinNlight","15.6",1,"No","No",429.9,559.99,23,4.3,1063,152
"ASUS","VivoBook","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"No","No",429.9,579.9,25,4.3,30,4
"ASUS","VivoBook","Intel","Core i3","11th","8 GB GB","LPDDR4X","512 GB","0 GB","Windows","32-bit",0,"Casual","14",1,"Yes","Yes",519.9,679.9,23,4.7,6,2
"ASUS","VivoBook","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",489.9,629.9,22,4.5,174,30
"ASUS","VivoBook","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"No","No",429.9,579.9,25,4.5,40,7
"Lenovo","Missing","Intel","Core i3","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","No",389.9,621.9,37,3.9,13,1
"DELL","Inspiron","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14.96",0,"No","No",459.9,609.08,24,4.3,184,29
"HP","Missing","Intel","Core i3","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",424.9,502.94,15,4.3,1296,126
"HP","Missing","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",439.7,501.96,12,4.3,571,56
"ASUS","Missing","Intel","Core i3","10th","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",399.9,499.9,20,4.3,2551,297
"MSI","Missing","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",489.9,495.9,1,4.5,17,3
"HP","Pavilion","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"No","Yes",549.9,692.67,20,4.5,35,3
"MSI","Missing","Intel","Core i3","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",409.9,559.9,26,4.4,118,17
"Lenovo","IdeaPad","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"Yes","No",549.9,796.9,30,4.5,245,34
"ASUS","VivoBook","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"No","Yes",449.9,463.9,3,4.4,2058,305
"HP","Missing","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",412.5,466.02,11,4.1,117,11
"ASUS","VivoBook","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"No","No",429.9,579.9,25,4.7,74,11
"DELL","Missing","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"Yes","No",607.9,783.07,22,4.4,10,1
"HP","Missing","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","15.6",0,"No","No",456.5,552.02,17,4.1,39,4
"DELL","Vostro","Intel","Core i3","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",419.9,498.26,15,3.9,29,7
"DELL","Inspiron","Intel","Core i3","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","No",454.9,600.46,24,4.2,43,4
"Lenovo","IdeaPad","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",2,"No","Yes",429.9,637.9,32,4.4,984,99
"HP","15s","Intel","Core i3","11th","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",454.9,469.9,3,4.3,523,66
"HP","Missing","Intel","Core i3","10th","4 GB GB","DDR4","512 GB","0 GB","Windows","32-bit",0,"Casual","Missing",0,"No","No",387.99,479.16,19,4.4,30,1
"HP","Missing","Intel","Core i3","11th","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",479.9,511.65,6,4.3,1605,215
"ASUS","VivoBook","Intel","Core i3","10th","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",409.9,499.9,18,4.4,4008,519
"ASUS","Missing","Intel","Core i3","10th","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",429.9,509.9,15,4.4,1869,234
"ASUS","VivoBook","Intel","Core i3","10th","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",414.9,499.9,17,4.4,4008,519
"HP","Missing","Intel","Core i3","11th","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",489,500,2,4.3,1278,135
"ASUS","VivoBook","Intel","Core i3","10th","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",409.9,499.9,18,4.4,4008,519
"Lenovo","Ideapad","Intel","Core i3","11th","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"Yes","Yes",579.99,850,31,3.4,10,2
"HP","Pavilion","Intel","Core i3","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"Yes","Yes",554.9,658.53,15,4.3,143,15
"ASUS","VivoBook","Intel","Core i3","10th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"Casual","14.1",1,"No","No",328.9,469.9,30,3.9,28,4
"Lenovo","IdeaPad","Intel","Core i3","10th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",359.9,572.9,37,4,2124,233
"DELL","Inspiron","Intel","Core i3","11th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","15.6",0,"No","No",424.9,506.93,16,4,276,40
"DELL","Vostro","Intel","Core i3","11th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",421.9,447.8,5,3.9,250,21
"DELL","Vostro","Intel","Core i3","10th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",394.9,545.17,27,4,1917,189
"HP","15s","Intel","Core i3","11th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",436.9,489.33,10,4.1,4999,490
"ASUS","VivoBook","Intel","Core i3","10th","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","No",349.9,409.9,14,3.7,4203,490
"DELL","Inspiron","Intel","Core i3","10th","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","No",399.9,555.34,27,3.8,15,1
"DELL","INSPIRON","Intel","Core i3","10th","4 GB GB","DDR4","0 GB","1024 GB","Windows","32-bit",0,"Casual","Missing",0,"No","No",408.9,459.9,11,4,527,46
"Lenovo","Missing","Intel","Core i3","10th","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","No",369.9,579.9,36,3.7,103,10
"HP","15s","Intel","Core i3","11th","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",399.9,455.14,12,3.9,324,45
"HP","Missing","Intel","Core i3","11th","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",419.9,472.64,11,4,69,5
"HP","Notebook","Intel","Core i3","11th","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","No",397.9,432.96,8,3.9,40,3
"ASUS","Missing","Intel","Core i3","10th","4 GB GB","DDR4","0 GB","1024 GB","Windows","32-bit",0,"ThinNlight","Missing",0,"No","No",355.9,459.9,22,3.4,12,1
"HP","14s","Intel","Core i3","10th","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",364.9,427.87,14,3.8,1146,175
